Log 28/06/2018 00:00:00
13:33	Ok	OnStart	Servicio inicializado.
13:34	Ok	MailService	Se ha enviado un mail con el asunto: Se ha inicializado el servicio de Fichada
13:34	Ok	LeerRelojes()	Buscando relojes en 
13:34	Ok	LeerRelojes()	Se encontraron 1 relojes
13:34	Ok	ProcesarRelojes()	Procesando 1 relojes
13:34	Ok	clkZKSoft()	Conectandose 192.168.4.240:4370
13:35	Ok	clkZKSoft()	Conectado a 192.168.4.240:4370
13:35	Ok	clkZKSoft()	Procesando registros de 192.168.4.240:4370
13:35	Ok	clkZKSoft()	Envios a Server1: Server=192.168.4.20;Port=1972;Namespace=SHAMAN;User ID=_system;Password=sys;
13:35	Ok	clkZKSoft()	Cantidad de Registros: 7
13:35	Ok	clkZKSoft()	Revisando Legajo: 9109
13:35	Ok	clkZKSoft()	Fecha del Registro: 2018-6-26 11:50:44
13:35	Ok	clkZKSoft()	Respuesta vSQLCode: -119
13:35	Ok	clkZKSoft()	Revisando Legajo: 9096
13:35	Ok	clkZKSoft()	Fecha del Registro: 2018-6-26 21:45:36
13:35	Ok	clkZKSoft()	Respuesta vSQLCode: -119
13:35	Ok	clkZKSoft()	Revisando Legajo: 9096
13:35	Ok	clkZKSoft()	Fecha del Registro: 2018-6-27 6:7:40
13:35	Ok	clkZKSoft()	Exepcion en SetFichada: No se puede mostrar un cuadro de diálogo o formulario modal cuando la aplicación no está en modo UserInteractive. Especifique el estilo ServiceNotification o DefaultDesktopOnly para mostrar una notificación de una aplicación de servicio.
13:35	Ok	clkZKSoft()	Revisando Legajo: 9036
13:35	Ok	clkZKSoft()	Fecha del Registro: 2018-6-27 6:54:10
13:35	Ok	clkZKSoft()	Exepcion en SetFichada: No se puede mostrar un cuadro de diálogo o formulario modal cuando la aplicación no está en modo UserInteractive. Especifique el estilo ServiceNotification o DefaultDesktopOnly para mostrar una notificación de una aplicación de servicio.
13:35	Ok	clkZKSoft()	Revisando Legajo: 9114
13:35	Ok	clkZKSoft()	Fecha del Registro: 2018-6-27 7:0:19
13:35	Ok	clkZKSoft()	Exepcion en SetFichada: No se puede mostrar un cuadro de diálogo o formulario modal cuando la aplicación no está en modo UserInteractive. Especifique el estilo ServiceNotification o DefaultDesktopOnly para mostrar una notificación de una aplicación de servicio.
13:35	Ok	clkZKSoft()	Revisando Legajo: 9096
13:35	Ok	clkZKSoft()	Fecha del Registro: 2018-6-27 22:41:17
13:35	Ok	clkZKSoft()	Respuesta vSQLCode: -119
13:35	Ok	clkZKSoft()	Revisando Legajo: 9096
13:35	Ok	clkZKSoft()	Fecha del Registro: 2018-6-28 13:32:56
